Value
57490
57166
56950
57292
57220
57346
57580
57490
57094
57166
57256
57436
57148
57346
57238
57382
57526
57328
57454
57418
57508
56950
57508
57364
57490
56986
57112
57580
57148
57580
56824
57436
57562
57094
57616
57454
57454
57706
57256
57346
57508
57148
57238
57274
57454
57076
57364
57130
57148
57148
57454
57292
57400
57112
57202
57112
57274
57526
57166
57598
57274
57436
57292
57364
57220
57562
57238
57418
57202
56914
57292
57058
57454
57598
57562
57436
57436
57184
57112
57274
57616
57184
57256
57634
57058
57418
57472
57652
57130
57562
57508
57346
57562
57598
57184
57364
57310
57454
57562
57148
57400
57040
57508
57310
57148
57580
57256
57166
57400
57454
57184
57454
57382
57256
57418
57202
57634
57112
57058
57238
57526
57094
57454
57166
57382
57454
57490
57346
57436
57346
57220
57238
57256
57670
57094
57526
57580
57400
57562
57076
57022
57454
57634
57166
57472
57436
57184
57184
57148
