iteration,costs
407,"[407, 57904]"
408,"[408, 57841]"
409,"[409, 61459]"
410,"[410, 58462]"
411,"[411, 58363]"
412,"[412, 57778]"
413,"[413, 61675]"
414,"[414, 58138]"
415,"[415, 59650]"
416,"[416, 61036]"
417,"[417, 63826]"
418,"[418, 57931]"
419,"[419, 58039]"
420,"[420, 61072]"
421,"[421, 59686]"
422,"[422, 59236]"
423,"[423, 57571]"
424,"[424, 59434]"
425,"[425, 57868]"
426,"[426, 59533]"
427,"[427, 58858]"
428,"[428, 57814]"
429,"[429, 58093]"
430,"[430, 59965]"
431,"[431, 60766]"
432,"[432, 59830]"
433,"[433, 57634]"
434,"[434, 58165]"
435,"[435, 58822]"
436,"[436, 60694]"
437,"[437, 58210]"
438,"[438, 59200]"
439,"[439, 59812]"
440,"[440, 57310]"
441,"[441, 58408]"
442,"[442, 57796]"
443,"[443, 60442]"
444,"[444, 58372]"
445,"[445, 57643]"
446,"[446, 58525]"
447,"[447, 59011]"
448,"[448, 60604]"
449,"[449, 60298]"
450,"[450, 57904]"
451,"[451, 58552]"
452,"[452, 57472]"
453,"[453, 59524]"
454,"[454, 57247]"
455,"[455, 58093]"
456,"[456, 61603]"
457,"[457, 58408]"
458,"[458, 59362]"
459,"[459, 59650]"
460,"[460, 58912]"
461,"[461, 57859]"
462,"[462, 58750]"
463,"[463, 58282]"
464,"[464, 61387]"
465,"[465, 58273]"
466,"[466, 58381]"
467,"[467, 57283]"
468,"[468, 57526]"
469,"[469, 57967]"
470,"[470, 59092]"
471,"[471, 59047]"
472,"[472, 61693]"
473,"[473, 57724]"
474,"[474, 60955]"
475,"[475, 57760]"
476,"[476, 58111]"
477,"[477, 57877]"
478,"[478, 58930]"
479,"[479, 57508]"
480,"[480, 57940]"
481,"[481, 59182]"
482,"[482, 58381]"
483,"[483, 58462]"
484,"[484, 57157]"
485,"[485, 58930]"
486,"[486, 57589]"
487,"[487, 62422]"
488,"[488, 57535]"
489,"[489, 58174]"
490,"[490, 59056]"
491,"[491, 59074]"
492,"[492, 59587]"
493,"[493, 60163]"
494,"[494, 57715]"
495,"[495, 58912]"
496,"[496, 62728]"
497,"[497, 59641]"
498,"[498, 60136]"
499,"[499, 58120]"
500,"[500, 61135]"
501,"[501, 61234]"
502,"[502, 61153]"
503,"[503, 59740]"
504,"[504, 58237]"
505,"[505, 58255]"
506,"[506, 60208]"
507,"[507, 58021]"
508,"[508, 61864]"
509,"[509, 58498]"
510,"[510, 62386]"
511,"[511, 60226]"
512,"[512, 58912]"
513,"[513, 61225]"
514,"[514, 58444]"
515,"[515, 58444]"
516,"[516, 58543]"
517,"[517, 58822]"
518,"[518, 57373]"
519,"[519, 58147]"
520,"[520, 58723]"
521,"[521, 57832]"
522,"[522, 61504]"
523,"[523, 60802]"
524,"[524, 57517]"
525,"[525, 57544]"
526,"[526, 57481]"
527,"[527, 60631]"
528,"[528, 57706]"
529,"[529, 61072]"
530,"[530, 58318]"
